temperature_K,pressure_Pa,equivalence_ratio,mean_molecular_weight_kg_per_kmol,density_kg_per_m3,enthalpy_J_per_kg,entropy_J_per_kg_K,cp_frozen_J_per_kg_K,cp_equilibrium_J_per_kg_K,cv_frozen_J_per_kg_K,cv_equilibrium_J_per_kg_K,isentropic_exponent,mole_fraction_H2O,mole_fraction_N2,mole_fraction_O2,mole_fraction_OH,mole_fraction_H,mole_fraction_O,mole_fraction_H2
2600,2e+06,0.8,25.15034,2.3268257,764669.62,9880.0211,1666.4014,2084.7304,1335.809,1721.4992,1.2086412,2.774982e-01,6.728011e-01,3.430893e-02,1.075508e-02,4.840669e-04,9.635479e-04,3.170011e-03
2600,2e+06,1,24.342793,2.2521141,317694.84,10185.279,1758.1726,2349.5719,1416.6132,1959.1722,1.19579,3.294135e-01,6.474837e-01,3.922138e-03,6.813702e-03,9.070204e-04,3.257851e-04,1.112972e-02
2600,6e+06,0.2,27.784683,7.7116388,2253856,8554.5606,1385.809,1552.849,1086.561,1241.3456,1.2499577,7.700400e-02,7.562891e-01,1.588434e-01,6.314665e-03,7.626065e-05,1.196999e-03,2.360327e-04
2600,6e+06,0.4,26.849206,7.4519973,1743469.6,8891.6609,1480.3897,1691.6829,1170.7154,1366.5544,1.2367431,1.499157e-01,7.265844e-01,1.136803e-01,8.103942e-03,1.156880e-04,1.012632e-03,5.431852e-04
2600,6e+06,0.6,25.989388,7.2133549,1233807.4,9206.5559,1573.9253,1816.5555,1254.0059,1478.7266,1.2271446,2.177181e-01,6.992582e-01,7.231037e-02,8.721654e-03,1.561109e-04,8.076244e-04,9.890946e-04
2600,6e+06,0.8,25.193347,6.9924136,727283.64,9502.7831,1666.4421,1939.8345,1336.4141,1589.1102,1.2192122,2.807049e-01,6.739515e-01,3.447049e-02,8.228834e-03,2.133287e-04,5.576130e-04,1.847012e-03
2600,6e+06,1,24.406695,6.7740784,261056,9788.7783,1758.1447,2154.8442,1417.4796,1781.9346,1.2069366,3.348876e-01,6.491834e-01,2.741330e-03,4.772998e-03,4.387785e-04,1.572497e-04,7.813793e-03
2900,100000,0.2,26.99822,0.11196969,3228973.1,10140.749,1400.2527,3305.8698,1092.2876,2801.8439,1.1641344,5.431815e-02,7.348819e-01,1.381934e-01,3.064967e-02,7.821292e-03,2.950057e-02,4.615289e-03
2900,100000,0.4,25.92224,0.10750728,2897225.2,10587.025,1497.278,3950.9624,1176.5299,3369.9841,1.1529579,1.116983e-01,7.014992e-01,9.809854e-02,4.034319e-02,1.221899e-02,2.485524e-02,1.126452e-02
2900,100000,0.6,24.936936,0.10342093,2564234.9,11009.529,1593.4918,4599.1867,1260.0703,3936.8089,1.1452192,1.635880e-01,6.709414e-01,6.455940e-02,4.397410e-02,1.641775e-02,2.016353e-02,2.033618e-02
2900,100000,0.8,23.985038,0.099473121,2271255.2,11426.916,1688.9513,5303.2579,1342.2972,4548.184,1.1392041,2.071414e-01,6.416279e-01,3.772223e-02,4.326276e-02,2.113061e-02,1.541294e-02,3.368727e-02
2900,100000,1,23.00242,0.095397914,2079646.2,11861.761,1783.7899,5941.8122,1422.3275,5099.4625,1.1354892,2.378028e-01,6.118317e-01,1.886842e-02,3.898286e-02,2.692170e-02,1.090070e-02,5.468230e-02
2900,500000,0.2,27.416683,0.5685259,2935545.6,9548.1724,1399.5331,2347.4242,1096.2684,1955.0986,1.1929705,6.440380e-02,7.462723e-01,1.480594e-01,2.270668e-02,2.503497e-03,1.365588e-02,2.364319e-03
2900,500000,0.4,26.418943,0.54783627,2521963.9,9946.8793,1496.4526,2695.5381,1181.7349,2266.6494,1.1799231,1.297194e-01,7.149408e-01,1.047271e-01,2.955332e-02,3.874254e-03,1.148501e-02,5.662237e-03
2900,500000,0.6,25.506719,0.52891995,2103817.4,10320.92,1592.4698,3039.762,1266.4965,2573.1015,1.1704465,1.900169e-01,6.862717e-01,6.689921e-02,3.197719e-02,5.244948e-03,9.179356e-03,1.037754e-02
2900,500000,0.8,24.636946,0.5108839,1708339.2,10683.204,1687.6389,3451.1451,1350.1575,2937.2695,1.1618967,2.432001e-01,6.590672e-01,3.496287e-02,3.075902e-02,6.978795e-03,6.635983e-03,1.837269e-02
2900,500000,1,23.714939,0.4917647,1416014.9,11060.938,1782.1803,3905.9681,1431.578,3337.1467,1.1551412,2.818199e-01,6.307836e-01,1.216690e-02,2.543137e-02,9.781179e-03,3.914639e-03,3.609062e-02
2900,2e+06,0.2,27.599717,2.2892855,2806629.6,9084.8431,1399.4136,1934.0391,1098.1602,1585.2614,1.2157873,6.975395e-02,7.512544e-01,1.529791e-01,1.684676e-02,9.136539e-04,6.940453e-03,1.259608e-03
2900,2e+06,0.4,26.633282,2.2091237,2359628.8,9456.5513,1496.3688,2168.5108,1184.1839,1796.2931,1.2021661,1.387406e-01,7.207412e-01,1.084365e-01,2.180065e-02,1.404311e-03,5.843317e-03,2.975763e-03
2900,2e+06,0.6,25.750347,2.1358877,1907708.4,9803.7705,1592.3576,2389.4785,1269.4684,1994.3005,1.1923143,2.029077e-01,6.928267e-01,6.867343e-02,2.351908e-02,1.903739e-03,4.650141e-03,5.468734e-03
2900,2e+06,0.8,24.92168,2.0671531,1466305.3,10134.857,1687.4232,2648.9219,1353.7976,2225.6899,1.1831564,2.611835e-01,6.666841e-01,3.386971e-02,2.236144e-02,2.577362e-03,3.265709e-03,1.002357e-02
2900,2e+06,1,24.049542,1.9948128,1112950.2,10474.101,1781.8176,3005.6365,1436.0933,2541.8315,1.1736247,3.057101e-01,6.396836e-01,8.025803e-03,1.687916e-02,3.996576e-03,1.589703e-03,2.410172e-02
2900,6e+06,0.2,27.683913,6.8888078,2746593.1,8733.7226,1399.4368,1748.0981,1099.0996,1417.8494,1.2302393,7.261577e-02,7.535462e-01,1.554555e-01,1.311326e-02,4.073131e-04,4.039375e-03,7.510172e-04
2900,6e+06,0.4,26.731312,6.6517645,2284423.6,9088.3265,1496.4362,1934.8154,1185.3961,1586.143,1.2166276,1.433427e-01,7.233940e-01,1.104802e-01,1.691619e-02,6.232770e-04,3.405284e-03,1.758553e-03
2900,6e+06,0.6,25.860225,6.4350051,1818296.9,9419.0235,1592.431,2105.2065,1270.9137,1739.112,1.2068589,2.092564e-01,6.957830e-01,6.988262e-02,1.822742e-02,8.444258e-04,2.708293e-03,3.227871e-03
2900,6e+06,0.8,25.049527,6.2332726,1357225.8,9731.7318,1687.4568,2292.8788,1355.5339,1906.8831,1.1981083,2.699256e-01,6.701042e-01,3.364702e-02,1.724457e-02,1.151330e-03,1.879249e-03,6.000574e-03
2900,6e+06,1,24.211727,6.0247963,967426.17,10045.468,1781.7643,2586.7753,1438.3559,2168.2032,1.1872283,3.183557e-01,6.439975e-01,5.691670e-03,1.201047e-02,1.949668e-03,7.729137e-04,1.720738e-02
